board,turn,move_num,result,material_balance_pawn,material_balance_knight,material_balance_bishop,material_balance_rook,material_balance_queen,mobility_pawn,mobility_knight,mobility_bishop,mobility_rook,mobility_queen,mobility_king
r4rk1/2Bp2pp/4Q3/1pp2n2/p7/P5P1/1P5P/R5K1 b - - 0 30,0,30,2,2,3,-3,5,-9,-4,0,-7,-5,-22,-3
r4rk1/2B3pp/4p3/1pp2n2/p7/P5P1/1P5P/R5K1 w - - 0 31,1,31,0,-2,-3,3,-5,0,-2,-7,7,-7,0,2
r4rk1/6pp/1B2p3/1pp2n2/p7/P5P1/1P5P/R5K1 b - - 1 31,0,31,2,2,3,-3,5,0,2,7,-5,7,0,-2
r5k1/5rpp/1B2p3/1pp2n2/p7/P5P1/1P5P/R5K1 w - - 2 32,1,32,0,-2,-3,3,-5,0,-2,-7,5,-9,0,2
r5k1/5rpp/1B2p3/1pp2n2/p7/P5P1/1P5P/4R1K1 b - - 3 32,0,32,2,2,3,-3,5,0,2,7,-5,5,0,-2
4r1k1/5rpp/1B2p3/1pp2n2/p7/P5P1/1P5P/4R1K1 w - - 4 33,1,33,0,-2,-3,3,-5,0,-2,-7,5,-3,0,2
4r1k1/5rpp/1B2p3/1pp1Rn2/p7/P5P1/1P5P/6K1 b - - 5 33,0,33,2,2,3,-3,5,0,1,7,-5,5,0,-2
4r1k1/3r2pp/1B2p3/1pp1Rn2/p7/P5P1/1P5P/6K1 w - - 6 34,1,34,0,-2,-3,3,-5,0,-1,-7,5,-10,0,1
4r1k1/3r2pp/1B2p3/1pR2n2/p7/P5P1/1P5P/6K1 b - - 0 34,0,34,2,1,3,-3,5,0,1,7,-4,7,0,-1
4r1k1/3r2pp/1B2p3/1pR5/p2n4/P5P1/1P5P/6K1 w - - 1 35,1,35,0,-1,-3,3,-5,0,-1,-6,4,-1,0,1
4r1k1/2Br2pp/4p3/1pR5/p2n4/P5P1/1P5P/6K1 b - - 2 35,0,35,2,1,3,-3,5,0,1,6,-7,1,0,-1
4r1k1/2B3pp/4p3/1pRr4/p2n4/P5P1/1P5P/6K1 w - - 3 36,1,36,0,-1,-3,3,-5,0,-1,-6,7,-7,0,1
4r1k1/2B3pp/4p3/1pRr4/pP1n4/P5P1/7P/6K1 b - b3 0 36,0,36,2,1,3,-3,5,0,3,6,-7,7,0,-1
4r1k1/2B3pp/4p3/1pRr4/3n4/Pp4P1/7P/6K1 w - - 0 37,1,37,0,-2,-3,3,-5,0,-3,-5,7,-7,0,1
4r1k1/6pp/1B2p3/1pRr4/3n4/Pp4P1/7P/6K1 b - - 1 37,0,37,2,2,3,-3,5,0,3,5,-4,5,0,-1
4r1k1/6pp/1B2p3/1pr5/3n4/Pp4P1/7P/6K1 w - - 0 38,1,38,0,-2,-3,3,-10,0,-3,-5,5,-18,0,1
4r1k1/6pp/4p3/1pB5/3n4/Pp4P1/7P/6K1 b - - 0 38,0,38,2,2,3,-3,5,0,3,5,-7,6,0,-2
4r1k1/6pp/4p3/1pB5/3n4/P5P1/1p5P/6K1 w - - 0 39,1,39,0,-2,-3,3,-5,0,-6,-6,7,-6,0,2
4r1k1/6pp/4p3/1p6/3B4/P5P1/1p5P/6K1 b - - 0 39,0,39,2,2,0,-3,5,0,6,0,-10,6,0,-1
4r1k1/6pp/4p3/1p6/3B4/P5P1/7P/1q4K1 w - - 0 40,1,40,0,-1,0,3,-5,-9,-6,0,0,-6,-15,-1
4r1k1/6pp/4p3/1p6/3B4/P5P1/6KP/1q6 b - - 1 40,0,40,2,1,0,-3,5,9,2,0,-12,6,16,0
4r1k1/6pp/4p3/1p6/3B4/P5P1/2q3KP/8 w - - 2 41,1,41,0,-1,0,3,-5,-9,-6,0,1,-6,-21,2
4r1k1/6pp/4p3/1p6/8/P5P1/2q2BKP/8 b - - 3 41,0,41,2,1,0,-3,5,9,2,0,0,6,20,-2
4r1k1/6pp/4p3/1p6/8/P5P1/5BKP/3q4 w - - 4 42,1,42,0,-1,0,3,-5,-9,-2,0,7,-6,-21,-2
4r1k1/6pp/4p3/1p6/8/P5PP/5BK1/3q4 b - - 0 42,0,42,2,1,0,-3,5,9,3,0,-7,6,21,2
4r1k1/6pp/4p3/1p6/8/P5PP/4qBK1/8 w - - 1 43,1,43,0,-1,0,3,-5,-9,-3,0,0,-6,-16,0
4r1k1/6pp/4p3/1p6/6P1/P6P/4qBK1/8 b - - 0 43,0,43,2,1,0,-3,5,9,3,0,0,6,15,-1
4r1k1/6pp/4p3/1p6/6P1/P6P/5BK1/3q4 w - - 1 44,1,44,0,-1,0,3,-5,-9,-3,0,9,-6,-20,-1
4r1k1/6pp/4p3/1p6/6PB/P6P/6K1/3q4 b - - 2 44,0,44,2,1,0,-3,5,9,4,0,-7,6,20,0
r5k1/6pp/4p3/1p6/6PB/P6P/6K1/3q4 w - - 3 45,1,45,0,-1,0,3,-5,-9,-4,0,7,-10,-20,0
r5k1/6pp/4p3/1p6/6P1/P5BP/6K1/3q4 b - - 4 45,0,45,2,1,0,-3,5,9,3,0,-9,10,20,1
r5k1/6pp/4p3/8/1p4P1/P5BP/6K1/3q4 w - - 0 46,1,46,0,-1,0,3,-5,-9,-3,0,9,-10,-20,-1
r5k1/6pp/4p3/8/1p4P1/P6P/6K1/3qB3 b - - 1 46,0,46,2,1,0,-3,5,9,3,0,-6,10,17,-3
r5k1/6pp/4p3/8/1p4P1/P6P/2q3K1/4B3 w - - 2 47,1,47,0,-1,0,3,-5,-9,-7,0,2,-10,-21,2
r5k1/6pp/4p3/8/1p4P1/P6P/2q5/4B1K1 b - - 3 47,0,47,2,1,0,-3,5,9,3,0,-6,10,22,1
r5k1/6pp/4p3/8/6P1/Pp5P/2q5/4B1K1 w - - 0 48,1,48,0,-1,0,3,-5,-9,-3,0,7,-10,-20,-1
r5k1/6pp/4p3/8/6P1/PpB4P/2q5/6K1 b - - 1 48,0,48,2,1,0,-3,5,9,3,0,-10,10,15,1
r5k1/6pp/4p3/8/6P1/P1B4P/1pq5/6K1 w - - 0 49,1,49,0,-1,0,3,-5,-9,-6,0,9,-10,-15,-1
r5k1/6pp/4p3/8/6P1/P6P/1Bq5/6K1 b - - 0 49,0,49,2,0,0,-3,5,9,2,0,-7,10,21,1
r5k1/6pp/4p3/8/6P1/P6P/1q6/6K1 w - - 0 50,1,50,0,0,0,0,-5,-9,-2,0,0,-10,-21,-1
r5k1/6pp/4p3/8/6PP/P7/1q6/6K1 b - - 0 50,0,50,2,0,0,0,5,9,2,0,0,10,21,1
r5k1/6pp/4p3/8/6PP/P7/2q5/6K1 w - - 1 51,1,51,0,0,0,0,-5,-9,-2,0,0,-10,-22,-1
r5k1/6pp/4p3/8/P5PP/8/2q5/6K1 b - - 0 51,0,51,2,0,0,0,5,9,2,0,0,9,22,1
1r4k1/6pp/4p3/8/P5PP/8/2q5/6K1 w - - 1 52,1,52,0,0,0,0,-5,-9,-2,0,0,-12,-22,-1
1r4k1/6pp/4p3/8/P5PP/8/2q5/5K2 b - - 2 52,0,52,2,0,0,0,5,9,2,0,0,12,22,1
1r4k1/6pp/4p3/8/P5PP/8/3q4/5K2 w - - 3 53,1,53,0,0,0,0,-5,-9,-2,0,0,-12,-23,-2
1r4k1/6pp/4p3/8/P5PP/8/3q4/6K1 b - - 4 53,0,53,2,0,0,0,5,9,2,0,0,12,23,1
1r4k1/6pp/4p3/8/P5PP/8/q7/6K1 w - - 5 54,1,54,0,0,0,0,-5,-9,-2,0,0,-12,-14,-1
1r4k1/6pp/4p3/8/P5PP/8/q7/5K2 b - - 6 54,0,54,2,0,0,0,5,9,2,0,0,12,14,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,1,2,0,0,0,0,0,1,-1,-5,0,-4,-1
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1,2,0,0,0,0,0,0,0,1,5,0,1,1
rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,0,2,2,0,0,0,0,0,0,-1,-9,0,-1,-2
rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,1,3,0,0,0,0,0,0,1,0,4,0,0,1
rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq - 1 3,0,3,2,0,0,0,0,0,-1,1,-2,0,-3,-1
rnbqkb1r/pp2pppp/3p1n2/2p5/2B1P3/8/PPPPQPPP/RNB1K1NR w KQkq - 2 4,1,4,0,0,0,0,0,0,3,-5,2,-1,3,1
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/1B6/PPPPQPPP/RNB1K1NR b KQkq - 3 4,0,4,2,0,0,0,0,0,-1,5,0,1,-6,-1
r1bqkb1r/pp2pppp/2np1n2/2p5/4P3/1B6/PPPPQPPP/RNB1K1NR w KQkq - 4 5,1,5,0,0,0,0,0,0,1,-7,0,-2,6,1
r1bqkb1r/pp2pppp/2np1n2/2p5/4P3/1B3N2/PPPPQPPP/RNB1K2R b KQkq - 5 5,0,5,2,0,0,0,0,0,1,4,0,0,-3,-2
r1bqkb1r/pp2pp1p/2np1np1/2p5/4P3/1B3N2/PPPPQPPP/RNB1K2R w KQkq - 0 6,1,6,0,0,0,0,0,0,0,-4,-2,0,3,2
r1bqkb1r/pp2pp1p/2np1np1/2p5/4P3/1B3N2/PPPPQPPP/RNB2RK1 b kq - 1 6,0,6,2,0,0,0,0,0,0,4,2,0,-3,0
r2qkb1r/pp2pp1p/2np1np1/2p5/4P1b1/1B3N2/PPPPQPPP/RNB2RK1 w kq - 2 7,1,7,0,0,0,0,0,0,-1,-3,-4,-1,1,0
r2qkb1r/pp2pp1p/2np1np1/2p5/4P1b1/1B3N1P/PPPPQPP1/RNB2RK1 b kq - 0 7,0,7,2,0,0,0,0,0,1,2,4,1,-1,-1
r2qkb1r/pp2pp1p/2np1np1/2p5/4P3/1B3b1P/PPPPQPP1/RNB2RK1 w kq - 0 8,1,8,0,0,-3,0,0,0,0,-9,-2,-1,2,1
r2qkb1r/pp2pp1p/2np1np1/2p5/4P3/1B3Q1P/PPPP1PP1/RNB2RK1 b kq - 0 8,0,8,2,0,3,-3,0,0,1,9,-3,1,-5,-1
r2qkb1r/pp2pp1p/3p1np1/2p5/3nP3/1B3Q1P/PPPP1PP1/RNB2RK1 w kq - 1 9,1,9,0,0,-3,3,0,0,-2,-12,3,-1,5,1
r2qkb1r/pp2pp1p/3p1np1/2p5/3nP3/1B2Q2P/PPPP1PP1/RNB2RK1 b kq - 2 9,0,9,2,0,3,-3,0,0,0,12,-3,1,-4,-1
r2qk2r/pp2ppbp/3p1np1/2p5/3nP3/1B2Q2P/PPPP1PP1/RNB2RK1 w kq - 3 10,1,10,0,0,-3,3,0,0,0,-12,3,-2,4,-1
r2qk2r/pp2ppbp/3p1np1/2p5/3nP3/NB2Q2P/PPPP1PP1/R1B2RK1 b kq - 4 10,0,10,2,0,3,-3,0,0,2,11,-3,1,-4,1
r3k2r/pp1qppbp/3p1np1/2p5/3nP3/NB2Q2P/PPPP1PP1/R1B2RK1 w kq - 5 11,1,11,0,0,-3,3,0,0,-2,-10,3,-2,0,-2
r3k2r/pp1qppbp/3p1np1/2p5/3nP3/NB1PQ2P/PPP2PP1/R1B2RK1 b kq - 0 11,0,11,2,0,3,-3,0,0,3,10,-4,2,1,2
r3k2r/pp1q1pbp/3ppnp1/2p5/3nP3/NB1PQ2P/PPP2PP1/R1B2RK1 w kq - 0 12,1,12,0,0,-3,3,0,0,-2,-9,3,-2,2,-3
r3k2r/pp1q1pbp/3ppnp1/2p5/3nP3/NBPPQ2P/PP3PP1/R1B2RK1 b kq - 0 12,0,12,2,0,3,-3,0,0,2,8,-5,2,-2,3
r3k2r/pp1q1pbp/2nppnp1/2p5/4P3/NBPPQ2P/PP3PP1/R1B2RK1 w kq - 1 13,1,13,0,0,-3,3,0,0,-2,-8,5,-2,6,-3
r3k2r/pp1q1pbp/2nppnp1/2p5/4P3/NBPP1Q1P/PP3PP1/R1B2RK1 b kq - 2 13,0,13,2,0,3,-3,0,0,4,8,-9,2,-5,3
r3k2r/pp1q1pbp/3ppnp1/2p1n3/4P3/NBPP1Q1P/PP3PP1/R1B2RK1 w kq - 3 14,1,14,0,0,-3,3,0,0,-4,-6,9,-2,2,-3
r3k2r/pp1q1pbp/3ppnp1/2p1n3/4P3/NBPP3P/PP3PP1/R1BQ1RK1 b kq - 4 14,0,14,2,0,3,-3,0,0,2,6,-8,3,0,3
r3k2r/pp1q1pbp/4pnp1/2ppn3/4P3/NBPP3P/PP3PP1/R1BQ1RK1 w kq - 0 15,1,15,0,0,-3,3,0,0,-2,-5,7,-3,-1,-3
r3k2r/pp1q1pbp/4pnp1/2ppn1B1/4P3/NBPP3P/PP3PP1/R2Q1RK1 b kq - 1 15,0,15,2,0,3,-3,0,0,1,5,-9,2,-1,3
r3k2r/pp1q1pbp/4pnp1/3pn1B1/2p1P3/NBPP3P/PP3PP1/R2Q1RK1 w kq - 0 16,1,16,0,0,-3,3,0,0,-2,-4,8,-2,1,-3
r3k2r/pp1q1pbp/4pBp1/3pn3/2p1P3/NBPP3P/PP3PP1/R2Q1RK1 b kq - 0 16,0,16,2,0,0,-3,0,0,3,0,-6,2,-1,0
r3k2r/pp1q1p1p/4pbp1/3pn3/2p1P3/NBPP3P/PP3PP1/R2Q1RK1 w kq - 0 17,1,17,0,0,0,0,0,0,-3,0,-2,-2,1,-3
r3k2r/pp1q1p1p/4pbp1/3pn3/2p1P3/N1PP3P/PPB2PP1/R2Q1RK1 b kq - 1 17,0,17,2,0,0,0,0,0,0,1,2,2,0,3
r3k2r/pp1qbp1p/4p1p1/3pn3/2p1P3/N1PP3P/PPB2PP1/R2Q1RK1 w kq - 2 18,1,18,0,0,0,0,0,0,-2,-1,-6,-2,1,-2
r3k2r/pp1qbp1p/4p1p1/3pn3/B1p1P3/N1PP3P/PP3PP1/R2Q1RK1 b kq - 3 18,0,18,2,0,0,0,0,0,2,0,4,2,-7,2
r3k2r/pp1qbp1p/2n1p1p1/3p4/B1p1P3/N1PP3P/PP3PP1/R2Q1RK1 w kq - 4 19,1,19,0,0,0,0,0,0,-2,-2,-5,-2,6,-2
r3k2r/pp1qbp1p/2n1p1p1/3p4/B1p1P3/N1PP1Q1P/PP3PP1/R4RK1 b kq - 5 19,0,19,2,0,0,0,0,0,4,2,4,-3,-6,2
r4rk1/pp1qbp1p/2n1p1p1/3p4/B1p1P3/N1PP1Q1P/PP3PP1/R4RK1 w - - 6 20,1,20,0,0,0,0,0,0,-4,-2,-3,0,5,0
r4rk1/pp1qbp1p/2n1p1p1/3p4/B1pPP3/N1P2Q1P/PP3PP1/R4RK1 b - - 0 20,0,20,2,0,0,0,0,0,4,2,3,0,-6,0
r4rk1/1p1qbp1p/p1n1p1p1/3p4/B1pPP3/N1P2Q1P/PP3PP1/R4RK1 w - - 0 21,1,21,0,0,0,0,0,0,-3,-3,-3,-1,6,0
r4rk1/1p1qbp1p/p1n1p1p1/3p4/2pPP3/N1P2Q1P/PP3PP1/R2B1RK1 b - - 1 21,0,21,2,0,0,0,0,0,3,3,4,6,-5,0
4rrk1/1p1qbp1p/p1n1p1p1/3p4/2pPP3/N1P2Q1P/PP3PP1/R2B1RK1 w - - 2 22,1,22,0,0,0,0,0,0,-3,-3,-4,-1,6,0
4rrk1/1p1qbp1p/p1n1p1p1/3p4/2pPP3/2P2Q1P/PPN2PP1/R2B1RK1 b - - 3 22,0,22,2,0,0,0,0,0,1,3,7,1,-6,0
4rrk1/1p1qbp1p/p1n1p1p1/8/2pPp3/2P2Q1P/PPN2PP1/R2B1RK1 w - - 0 23,1,23,0,-1,0,0,0,0,-3,-3,-7,-1,5,0
4rrk1/1p1qbp1p/p1n1p1p1/8/2pPQ3/2P4P/PPN2PP1/R2B1RK1 b - - 0 23,0,23,2,0,0,0,0,0,-1,3,4,1,-8,0
4rrk1/1p1qb2p/p1n1p1p1/5p2/2pPQ3/2P4P/PPN2PP1/R2B1RK1 w - - 0 24,1,24,0,0,0,0,0,0,1,-3,-4,-3,7,-1
4rrk1/1p1qb2p/p1n1p1p1/5p2/2pP4/2P4P/PPN1QPP1/R2B1RK1 b - - 1 24,0,24,2,0,0,0,0,0,-2,3,8,3,-5,1
4rrk1/3qb2p/p1n1p1p1/1p3p2/2pP4/2P4P/PPN1QPP1/R2B1RK1 w - - 0 25,1,25,0,0,0,0,0,0,3,-3,-8,-3,3,-1
4rrk1/3qb2p/p1n1p1p1/1p3p2/P1pP4/2P4P/1PN1QPP1/R2B1RK1 b - - 0 25,0,25,2,0,0,0,0,0,-2,3,8,1,-3,1
4rrk1/3qb2p/p1n3p1/1p2pp2/P1pP4/2P4P/1PN1QPP1/R2B1RK1 w - - 0 26,1,26,0,0,0,0,0,0,2,-2,-8,-1,1,-1
4rrk1/3qb2p/p1n3p1/1p2Pp2/P1p5/2P4P/1PN1QPP1/R2B1RK1 b - - 0 26,0,26,2,-1,0,0,0,0,-3,2,8,1,3,1
4rrk1/3q3p/p1n3p1/1pb1Pp2/P1p5/2P4P/1PN1QPP1/R2B1RK1 w - - 1 27,1,27,0,1,0,0,0,0,1,-3,-9,-4,-6,-1
4rrk1/3q3p/p1n3p1/1pb1Pp2/P1p5/2P4P/1PN1QPP1/R2B1R1K b - - 2 27,0,27,2,-1,0,0,0,0,-3,3,9,3,6,1
5rk1/3q3p/p1n3p1/1pb1rp2/P1p5/2P4P/1PN1QPP1/R2B1R1K w - - 0 28,1,28,0,0,0,0,0,0,2,-2,-9,-8,-6,-1
5rk1/3q3p/p1n3p1/1pb1rp2/P1p5/2P2Q1P/1PN2PP1/R2B1R1K b - - 1 28,0,28,2,0,0,0,0,0,0,2,8,9,5,1
4rrk1/3q3p/p1n3p1/1pb2p2/P1p5/2P2Q1P/1PN2PP1/R2B1R1K w - - 2 29,1,29,0,0,0,0,0,0,0,-3,-8,-7,-4,-1
4rrk1/3q3p/p1n3p1/1pb2p2/P1p5/2P3QP/1PN2PP1/R2B1R1K b - - 3 29,0,29,2,0,0,0,0,0,0,3,5,7,2,1
4rrk1/3q3p/p5p1/1pb1np2/P1p5/2P3QP/1PN2PP1/R2B1R1K w - - 4 30,1,30,0,0,0,0,0,0,0,0,-5,-2,-6,-1
4rrk1/3q3p/p5p1/1pb1np2/P1p2P2/2P3QP/1PN3P1/R2B1R1K b - - 0 30,0,30,2,0,0,0,0,0,0,0,6,0,6,2
4rrk1/7p/p5p1/1pb1np2/P1p2P2/2Pq2QP/1PN3P1/R2B1R1K w - - 1 31,1,31,0,0,0,0,0,0,0,0,-6,0,-5,-2
4rrk1/7p/p5p1/1pb1np2/P1p2P2/2PqN1QP/1P4P1/R2B1R1K b - - 2 31,0,31,2,0,0,0,0,0,0,0,2,0,6,1
4rrk1/7p/p5p1/1p2np2/P1p2P2/2Pqb1QP/1P4P1/R2B1R1K w - - 0 32,1,32,0,0,-3,0,0,0,0,-5,-3,0,-4,-2
4rrk1/7p/p5p1/1p2np2/P1p2P2/2Pqb1QP/1PB3P1/R4R1K b - - 1 32,0,32,2,0,3,0,0,0,0,5,5,-5,3,2
4rrk1/7p/p5p1/1p2np2/P1p2P2/2P1b1QP/1Pq3P1/R4R1K w - - 0 33,1,33,0,0,-3,-3,0,0,0,-6,-9,5,-4,-2
4rrk1/7p/p5p1/1P2np2/2p2P2/2P1b1QP/1Pq3P1/R4R1K b - - 0 33,0,33,2,-1,3,3,0,0,-1,6,9,-8,4,2
4rrk1/7p/p5p1/1P3p2/2p2P2/2Pnb1QP/1Pq3P1/R4R1K w - - 1 34,1,34,0,1,-3,-3,0,0,0,-8,-9,6,-2,-2
4rrk1/7p/p5p1/1P3p2/2p2P2/2PnbQ1P/1Pq3P1/R4R1K b - - 2 34,0,34,2,-1,3,3,0,0,-2,8,9,-5,-1,2
4rrk1/7p/6p1/1p3p2/2p2P2/2PnbQ1P/1Pq3P1/R4R1K w - - 0 35,1,35,0,0,-3,-3,0,0,1,-8,-9,7,1,-2
4rrk1/1Q5p/6p1/1p3p2/2p2P2/2Pnb2P/1Pq3P1/R4R1K b - - 1 35,0,35,2,0,3,3,0,0,-1,8,9,-8,-6,0
4rr1k/1Q5p/6p1/1p3p2/2p2P2/2Pnb2P/1Pq3P1/R4R1K w - - 2 36,1,36,0,0,-3,-3,0,0,1,-8,-9,7,6,0
4rr1k/RQ5p/6p1/1p3p2/2p2P2/2Pnb2P/1Pq3P1/5R1K b - - 3 36,0,36,2,0,3,3,0,0,-1,8,9,-4,-5,0
4rr1k/bQ5p/6p1/1p3p2/2p2P2/2Pn3P/1Pq3P1/5R1K w - - 0 37,1,37,0,0,-3,-3,-5,0,1,-8,-7,-6,6,0
4rr1k/b1Q4p/6p1/1p3p2/2p2P2/2Pn3P/1Pq3P1/5R1K b - - 1 37,0,37,2,0,3,3,5,0,-1,8,7,6,-6,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn3P/1Pq3P1/5R1K w - - 2 38,1,38,0,0,-3,-3,-5,0,1,-7,-10,-6,5,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn3P/1Pq3P1/1R5K b - - 3 38,0,38,2,0,3,3,5,0,-1,7,10,8,-5,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn3P/1P4P1/1q5K w - - 0 39,1,39,0,0,-3,-3,-10,0,-4,-7,-10,-14,-10,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn3P/1P4PK/1q6 b - - 1 39,0,39,2,0,3,3,10,0,-1,7,10,14,-6,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn3P/1P4PK/6q1 w - - 2 40,1,40,0,0,-3,-3,-10,0,-4,-7,-9,-14,-12,0
4rr1k/2Q4p/6p1/1pb2p2/2p2P2/2Pn2KP/1P4P1/6q1 b - - 3 40,0,40,2,0,3,3,10,0,1,7,9,14,-4,-1
4rr1k/2Q4p/6p1/1p3p2/2p2P2/2Pn2KP/1P3bP1/6q1 w - - 4 41,1,41,0,0,-3,-3,-10,0,-4,-7,-7,-14,-9,0
4rr1k/2Q4p/6p1/1p3p2/2p2P2/2Pn1K1P/1P3bP1/6q1 b - - 5 41,0,41,2,0,3,3,10,0,-1,7,8,14,-8,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,2,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,0,0,0,0,0,0,0,1,5,0,-1,1
rnbqkbnr/pp1ppppp/8/2P5/8/8/PPP1PPPP/RNBQKBNR b KQkq - 0 2,0,2,2,-1,0,0,0,0,-1,-1,-5,0,-3,-1
rnbqkbnr/pp1p1ppp/4p3/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3,1,3,0,1,0,0,0,0,2,0,2,0,-1,0
rnbqkbnr/pp1p1ppp/4p3/2P5/8/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 3,0,3,2,-1,0,0,0,0,0,-2,-2,-1,1,0
r1bqkbnr/pp1p1ppp/2n1p3/2P5/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 4,1,4,0,1,0,0,0,0,-1,-2,2,0,-1,0
r1bqkbnr/pp1p1ppp/2n1p3/2P5/4N3/8/PPP1PPPP/R1BQKBNR b KQkq - 3 4,0,4,2,-1,0,0,0,0,0,1,-2,0,1,0
r1bqkb1r/pp1p1ppp/2n1pn2/2P5/4N3/8/PPP1PPPP/R1BQKBNR w KQkq - 4 5,1,5,0,1,0,0,0,0,2,-3,2,-1,2,0
r1bqkb1r/pp1p1ppp/2n1pn2/2P5/8/6N1/PPP1PPPP/R1BQKBNR b KQkq - 5 5,0,5,2,-1,0,0,0,0,-1,6,-2,1,-2,0
r1bqkb1r/p2p1ppp/1pn1pn2/2P5/8/6N1/PPP1PPPP/R1BQKBNR w KQkq - 0 6,1,6,0,1,0,0,0,0,2,-6,0,-1,4,0
r1bqkb1r/p2p1ppp/1pn1pn2/2P5/8/2P3N1/PP2PPPP/R1BQKBNR b KQkq - 0 6,0,6,2,-1,0,0,0,0,-1,6,0,1,-7,0
r1bqk2r/p2p1ppp/1pn1pn2/2b5/8/2P3N1/PP2PPPP/R1BQKBNR w KQkq - 0 7,1,7,0,0,0,0,0,0,1,-6,-5,-2,7,-2
r1bqk2r/p2p1ppp/1pn1pn2/2b5/Q7/2P3N1/PP2PPPP/R1B1KBNR b KQkq - 1 7,0,7,2,0,0,0,0,0,0,6,5,2,-14,1
r1bqk2r/3p1ppp/ppn1pn2/2b5/Q7/2P3N1/PP2PPPP/R1B1KBNR w KQkq - 0 8,1,8,0,0,0,0,0,0,1,-7,-4,-3,13,-1
r1bqk2r/3p1ppp/ppn1pn2/2b3B1/Q7/2P3N1/PP2PPPP/R3KBNR b KQkq - 1 8,0,8,2,0,0,0,0,0,-2,7,2,1,-13,0
r2qk2r/1b1p1ppp/ppn1pn2/2b3B1/Q7/2P3N1/PP2PPPP/R3KBNR w KQkq - 2 9,1,9,0,0,0,0,0,0,2,-7,-2,-2,11,0
r2qk2r/1b1p1ppp/ppn1pn2/2b3BN/Q7/2P5/PP2PPPP/R3KBNR b KQkq - 3 9,0,9,2,0,0,0,0,0,-5,6,2,2,-11,0
r2qk1r1/1b1p1ppp/ppn1pn2/2b3BN/Q7/2P5/PP2PPPP/R3KBNR w KQq - 4 10,1,10,0,0,0,0,0,0,5,-5,-2,-2,11,1
r2qk1r1/1b1p1ppp/ppn1pn2/2b3BN/Q7/2P1P3/PP3PPP/R3KBNR b KQq - 0 10,0,10,2,0,0,0,0,0,-4,4,-1,2,-11,-2
r2qk1r1/1b1p1ppp/p1n1pn2/1pb3BN/Q7/2P1P3/PP3PPP/R3KBNR w KQq - 0 11,1,11,0,0,0,0,0,0,3,-4,-2,-2,8,2
r2qk1r1/1b1p1ppp/p1n1pn2/1pb3BN/8/1QP1P3/PP3PPP/R3KBNR b KQq - 1 11,0,11,2,0,0,0,0,0,-3,4,2,2,-3,-2
r2qk1r1/1b1p1pp1/p1n1pn1p/1pb3BN/8/1QP1P3/PP3PPP/R3KBNR w KQq - 0 12,1,12,0,0,0,0,0,0,3,-5,-2,-2,3,2
r2qk1r1/1b1p1pp1/p1n1pB1p/1pb4N/8/1QP1P3/PP3PPP/R3KBNR b KQq - 0 12,0,12,2,0,-3,0,0,0,-2,1,-1,2,-2,-3
r2qk1r1/1b1p1p2/p1n1pp1p/1pb4N/8/1QP1P3/PP3PPP/R3KBNR w KQq - 0 13,1,13,0,0,3,-3,0,0,4,0,-6,-8,3,2
r2qk1r1/1b1p1p2/p1n1pp1p/1pb4N/8/1QP1P3/PP2NPPP/R3KB1R b KQq - 1 13,0,13,2,0,-3,3,0,0,-4,-2,10,7,-3,-1
r2qk1r1/1b1p1p2/p3pp1p/1pb1n2N/8/1QP1P3/PP2NPPP/R3KB1R w KQq - 2 14,1,14,0,0,3,-3,0,0,5,3,-15,-7,3,1
r2qk1r1/1b1p1p2/p3pp1p/1pb1n2N/5N2/1QP1P3/PP3PPP/R3KB1R b KQq - 3 14,0,14,2,0,-3,3,0,0,-4,-3,11,7,-3,-2
