board,turn,move_num,result
1r3B1r/2p1b1k1/p1n4p/3b4/3P4/P1P1BNP1/4BP1P/R4RK1 b - - 0 21,0,21,0
1r3b1r/2p3k1/p1n4p/3b4/3P4/P1P1BNP1/4BP1P/R4RK1 w - - 0 22,1,22,2
1r3b1r/2p3k1/p1n4p/3b4/2PP4/P3BNP1/4BP1P/R4RK1 b - - 0 22,0,22,0
1r3b1r/2p3k1/p1n1b2p/8/2PP4/P3BNP1/4BP1P/R4RK1 w - - 1 23,1,23,2
1r3b1r/2p3k1/p1n1b2p/3P4/2P5/P3BNP1/4BP1P/R4RK1 b - - 0 23,0,23,0
5b1r/2p3k1/p1n1b2p/3P4/2P5/P3BNP1/1r2BP1P/R4RK1 w - - 1 24,1,24,2
5b1r/2p3k1/p1n1b2p/3P4/2P5/P3BNP1/1r2BP1P/R3R1K1 b - - 2 24,0,24,0
5b1r/2p3k1/p1n4p/3P4/2P3b1/P3BNP1/1r2BP1P/R3R1K1 w - - 3 25,1,25,2
5b1r/2p3k1/p1n4p/3P4/2P3b1/P3BNP1/1r3P1P/R2BR1K1 b - - 4 25,0,25,0
7r/2p1b1k1/p1n4p/3P4/2P3b1/P3BNP1/1r3P1P/R2BR1K1 w - - 5 26,1,26,2
7r/2p1b1k1/p1P4p/8/2P3b1/P3BNP1/1r3P1P/R2BR1K1 b - - 0 26,0,26,0
3r4/2p1b1k1/p1P4p/8/2P3b1/P3BNP1/1r3P1P/R2BR1K1 w - - 1 27,1,27,2
3r4/2p1b1k1/p1P4p/4N3/2P3b1/P3B1P1/1r3P1P/R2BR1K1 b - - 2 27,0,27,0
3r4/2p1b1k1/p1P4p/4Nb2/2P5/P3B1P1/1r3P1P/R2BR1K1 w - - 3 28,1,28,2
3r4/2p1b1k1/p1P4p/4Nb2/2P3B1/P3B1P1/1r3P1P/R3R1K1 b - - 4 28,0,28,0
3r4/2p1b1k1/p1P4p/4N3/2P3B1/P3B1P1/1rb2P1P/R3R1K1 w - - 5 29,1,29,2
3r4/2p1b1k1/p1P4p/4N3/2P3B1/P3B1P1/1rb2P1P/2R1R1K1 b - - 6 29,0,29,0
3r4/2p1b1k1/p1P4p/4N3/2P3B1/Pb2B1P1/1r3P1P/2R1R1K1 w - - 7 30,1,30,2
3r4/2pNb1k1/p1P4p/8/2P3B1/Pb2B1P1/1r3P1P/2R1R1K1 b - - 8 30,0,30,0
3r4/2pNb3/p1P3kp/8/2P3B1/Pb2B1P1/1r3P1P/2R1R1K1 w - - 9 31,1,31,2
3r4/2pNb3/p1P3kp/8/2P2BB1/Pb4P1/1r3P1P/2R1R1K1 b - - 10 31,0,31,0
3r4/2pN4/p1P3kp/8/2P2BB1/bb4P1/1r3P1P/2R1R1K1 w - - 0 32,1,32,2
3r4/2BN4/p1P3kp/8/2P3B1/bb4P1/1r3P1P/2R1R1K1 b - - 0 32,0,32,0
r7/2BN4/p1P3kp/8/2P3B1/bb4P1/1r3P1P/2R1R1K1 w - - 1 33,1,33,2
r7/3N4/p1P3kp/8/2P2BB1/bb4P1/1r3P1P/2R1R1K1 b - - 2 33,0,33,0
8/r2N4/p1P3kp/8/2P2BB1/bb4P1/1r3P1P/2R1R1K1 w - - 3 34,1,34,2
8/r1PN4/p5kp/8/2P2BB1/bb4P1/1r3P1P/2R1R1K1 b - - 0 34,0,34,0
8/2rN4/p5kp/8/2P2BB1/bb4P1/1r3P1P/2R1R1K1 w - - 0 35,1,35,2
8/2BN4/p5kp/8/2P3B1/bb4P1/1r3P1P/2R1R1K1 b - - 0 35,0,35,0
8/2BN4/p5kp/8/2P3B1/b5P1/br3P1P/2R1R1K1 w - - 1 36,1,36,2
8/2BN4/p5kp/8/2P3B1/b5P1/br3P1P/3RR1K1 b - - 2 36,0,36,0
8/2BN4/p5kp/8/2P3B1/bb4P1/1r3P1P/3RR1K1 w - - 3 37,1,37,2
8/2B5/p5kp/4N3/2P3B1/bb4P1/1r3P1P/3RR1K1 b - - 4 37,0,37,0
8/2B3k1/p6p/4N3/2P3B1/bb4P1/1r3P1P/3RR1K1 w - - 5 38,1,38,2
8/2BR2k1/p6p/4N3/2P3B1/bb4P1/1r3P1P/4R1K1 b - - 6 38,0,38,0
6k1/2BR4/p6p/4N3/2P3B1/bb4P1/1r3P1P/4R1K1 w - - 7 39,1,39,2
6k1/2BR4/p3B2p/4N3/2P5/bb4P1/1r3P1P/4R1K1 b - - 8 39,0,39,0
7k/2BR4/p3B2p/4N3/2P5/bb4P1/1r3P1P/4R1K1 w - - 9 40,1,40,2
7k/2BR4/p3B1Np/8/2P5/bb4P1/1r3P1P/4R1K1 b - - 10 40,0,40,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,0
rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,2
rnbqkbnr/ppp1pppp/3p4/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,0,2,0
rnbqkbnr/ppp1pp1p/3p2p1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1,3,2
rnbqkbnr/ppp1pp1p/3p2p1/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,0,3,0
rn1qkbnr/ppp1pp1p/3p2p1/8/3P2b1/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 2 4,1,4,2
rn1qkbnr/ppp1pp1p/3p2p1/8/3P2b1/2NQ1N2/PPP1PPPP/R1B1KB1R b KQkq - 3 4,0,4,0
rn1qkbnr/pp2pp1p/2pp2p1/8/3P2b1/2NQ1N2/PPP1PPPP/R1B1KB1R w KQkq - 0 5,1,5,2
rn1qkbnr/pp2pp1p/2pp2p1/8/P2P2b1/2NQ1N2/1PP1PPPP/R1B1KB1R b KQkq - 0 5,0,5,0
rn1qk1nr/pp2ppbp/2pp2p1/8/P2P2b1/2NQ1N2/1PP1PPPP/R1B1KB1R w KQkq - 1 6,1,6,2
rn1qk1nr/pp2ppbp/2pp2p1/8/P2P2b1/2NQ1N2/1PPBPPPP/R3KB1R b KQkq - 2 6,0,6,0
rn1qk1nr/pp2ppbp/2pp2p1/8/P2P4/2NQ1b2/1PPBPPPP/R3KB1R w KQkq - 0 7,1,7,2
rn1qk1nr/pp2ppbp/2pp2p1/8/P2P4/2NQ1P2/1PPBPP1P/R3KB1R b KQkq - 0 7,0,7,0
rn1qk2r/pp2ppbp/2pp1np1/8/P2P4/2NQ1P2/1PPBPP1P/R3KB1R w KQkq - 1 8,1,8,2
rn1qk2r/pp2ppbp/2pp1np1/8/P2P3P/2NQ1P2/1PPBPP2/R3KB1R b KQkq - 0 8,0,8,0
rn1qk2r/pp2ppbp/2pp2p1/7n/P2P3P/2NQ1P2/1PPBPP2/R3KB1R w KQkq - 1 9,1,9,2
rn1qk2r/pp2ppbp/2pp2p1/7n/P2P3P/2NQ1P2/1PPBPP2/2KR1B1R b kq - 2 9,0,9,0
r2qk2r/pp1nppbp/2pp2p1/7n/P2P3P/2NQ1P2/1PPBPP2/2KR1B1R w kq - 3 10,1,10,2
r2qk2r/pp1nppbp/2pp2p1/7n/P2P1P1P/2NQ4/1PPBPP2/2KR1B1R b kq - 0 10,0,10,0
r2qk2r/pp1n1pbp/2ppp1p1/7n/P2P1P1P/2NQ4/1PPBPP2/2KR1B1R w kq - 0 11,1,11,2
r2qk2r/pp1n1pbp/2ppp1p1/7n/P2P1P1P/2NQ4/1PPBPPB1/2KR3R b kq - 1 11,0,11,0
r3k2r/pp1n1pbp/1qppp1p1/7n/P2P1P1P/2NQ4/1PPBPPB1/2KR3R w kq - 2 12,1,12,2
r3k2r/pp1n1pbp/1qppp1p1/5P1n/P2P3P/2NQ4/1PPBPPB1/2KR3R b kq - 0 12,0,12,0
r3k2r/pp1n1pbp/1qppp3/5p1n/P2P3P/2NQ4/1PPBPPB1/2KR3R w kq - 0 13,1,13,2
r3k2r/pp1n1pbp/1qppp3/5p1n/P2P3P/2NQ1B2/1PPBPP2/2KR3R b kq - 1 13,0,13,0
r3k2r/pp1n1pbp/1qpppn2/5p2/P2P3P/2NQ1B2/1PPBPP2/2KR3R w kq - 2 14,1,14,2
r3k2r/pp1n1pbp/1qpppn2/5p1P/P2P4/2NQ1B2/1PPBPP2/2KR3R b kq - 0 14,0,14,0
r3k2r/ppqn1pbp/2pppn2/5p1P/P2P4/2NQ1B2/1PPBPP2/2KR3R w kq - 1 15,1,15,2
r3k2r/ppqn1pbp/2pppn2/5p1P/P2P4/2NQ1B2/1PPBPP2/2KR2R1 b kq - 2 15,0,15,0
r3kb1r/ppqn1p1p/2pppn2/5p1P/P2P4/2NQ1B2/1PPBPP2/2KR2R1 w kq - 3 16,1,16,2
r3kb1r/ppqn1p1p/2pppn2/5p1P/P2P1B2/2NQ1B2/1PP1PP2/2KR2R1 b kq - 4 16,0,16,0
r3kb1r/ppqn1p2/2pppn1p/5p1P/P2P1B2/2NQ1B2/1PP1PP2/2KR2R1 w kq - 0 17,1,17,2
r3kb1r/ppqn1p2/2pppn1p/5p1P/P2P1B2/2NQ1B2/1PP1PPR1/2KR4 b kq - 1 17,0,17,0
r3kb1r/pp1n1p2/2pppn1p/q4p1P/P2P1B2/2NQ1B2/1PP1PPR1/2KR4 w kq - 2 18,1,18,2
r3kb1r/pp1n1p2/2pppn1p/q4p1P/P2P4/2NQ1B2/1PPBPPR1/2KR4 b kq - 3 18,0,18,0
2kr1b1r/pp1n1p2/2pppn1p/q4p1P/P2P4/2NQ1B2/1PPBPPR1/2KR4 w - - 4 19,1,19,2
2kr1b1r/pp1n1p2/2pppn1p/q4p1P/P2P4/1PNQ1B2/2PBPPR1/2KR4 b - - 0 19,0,19,0
2kr1b1r/1p1n1p2/p1pppn1p/q4p1P/P2P4/1PNQ1B2/2PBPPR1/2KR4 w - - 0 20,1,20,2
2kr1b1r/1p1n1p2/p1pppn1p/q2N1p1P/P2P4/1P1Q1B2/2PBPPR1/2KR4 b - - 1 20,0,20,0
2kr1b1r/1p3p2/p1pppn1p/q1nN1p1P/P2P4/1P1Q1B2/2PBPPR1/2KR4 w - - 2 21,1,21,2
2kr1b1r/1p3p2/p1pppn1p/q1PN1p1P/P7/1P1Q1B2/2PBPPR1/2KR4 b - - 0 21,0,21,0
2kr1b1r/1p3p2/p1pppn1p/2qN1p1P/P7/1P1Q1B2/2PBPPR1/2KR4 w - - 0 22,1,22,2
2kr1b1r/1p3p2/p1pppN1p/2q2p1P/P7/1P1Q1B2/2PBPPR1/2KR4 b - - 0 22,0,22,0
2kr3r/1p2bp2/p1pppN1p/2q2p1P/P7/1P1Q1B2/2PBPPR1/2KR4 w - - 1 23,1,23,2
2kr3r/1p2bp2/p1pppN1p/2q2p1P/PP6/3Q1B2/2PBPPR1/2KR4 b - - 0 23,0,23,0
2kr3r/1p3p2/p1pppb1p/2q2p1P/PP6/3Q1B2/2PBPPR1/2KR4 w - - 0 24,1,24,2
2kr3r/1p3p2/p1pppb1p/2P2p1P/P7/3Q1B2/2PBPPR1/2KR4 b - - 0 24,0,24,0
2kr1r2/1p3p2/p1pppb1p/2P2p1P/P7/3Q1B2/2PBPPR1/2KR4 w - - 1 25,1,25,2
2kr1r2/1p3p2/p1pppb1p/2P2p1P/P7/Q4B2/2PBPPR1/2KR4 b - - 2 25,0,25,0
2kr1r2/1p3p2/p1p1pb1p/2p2p1P/P7/Q4B2/2PBPPR1/2KR4 w - - 0 26,1,26,2
2kr1r2/1p3p2/p1p1pb1p/2p2p1P/P7/Q4BR1/2PBPP2/2KR4 b - - 1 26,0,26,0
2kr2r1/1p3p2/p1p1pb1p/2p2p1P/P7/Q4BR1/2PBPP2/2KR4 w - - 2 27,1,27,2
2kr2r1/1p3p2/p1p1pb1p/2p2p1P/P7/Q4B2/2PBPP2/2KR2R1 b - - 3 27,0,27,0
2kr2r1/1p3p2/p1p2b1p/2p1pp1P/P7/Q4B2/2PBPP2/2KR2R1 w - - 0 28,1,28,2
2kr2r1/1p3p2/p1B2b1p/2p1pp1P/P7/Q7/2PBPP2/2KR2R1 b - - 0 28,0,28,0
2kr2r1/5p2/p1p2b1p/2p1pp1P/P7/Q7/2PBPP2/2KR2R1 w - - 0 29,1,29,2
2kr2r1/5p2/p1p2b1p/2p1pp1P/P7/Q4P2/2PBP3/2KR2R1 b - - 0 29,0,29,0
2kr4/5p2/p1p2b1p/2p1pp1P/P7/Q4P2/2PBP1r1/2KR2R1 w - - 1 30,1,30,2
2kr4/5p2/p1p2b1p/2p1pp1P/P7/Q1P2P2/3BP1r1/2KR2R1 b - - 0 30,0,30,0
2kr4/5p2/p1p2b1p/2p2p1P/P3p3/Q1P2P2/3BP1r1/2KR2R1 w - - 0 31,1,31,2
2kr4/5p2/p1p2b1p/2p2p1P/P3p3/2P2P2/Q2BP1r1/2KR2R1 b - - 1 31,0,31,0
2k5/5p2/p1p2b1p/2p2p1P/P3p3/2P2P2/Q2rP1r1/2KR2R1 w - - 0 32,1,32,2
2k5/5p2/p1p2b1p/2p2p1P/P3p3/2P2P2/Q2KP1r1/3R2R1 b - - 0 32,0,32,0
2k5/5p2/p1p4p/2p2pbP/P3p3/2P2P2/Q2KP1r1/3R2R1 w - - 1 33,1,33,2
2k5/5p2/p1p4p/2p2pbP/P3p3/2P2P2/Q1K1P1r1/3R2R1 b - - 2 33,0,33,0
2k5/5p2/p1p4p/2p2pbP/P7/2P2p2/Q1K1P1r1/3R2R1 w - - 0 34,1,34,2
2k5/5p2/p1p4p/2p2pbP/P7/2P2p2/Q1K1P1R1/3R4 b - - 0 34,0,34,0
2k5/5p2/2p4p/p1p2pbP/P7/2P2p2/Q1K1P1R1/3R4 w - - 0 35,1,35,2
2k5/5p2/2p4p/p1p2pbP/P7/2P2P2/Q1K3R1/3R4 b - - 0 35,0,35,0
2k5/5p2/2p4p/p4pbP/P1p5/2P2P2/Q1K3R1/3R4 w - - 0 36,1,36,2
2k5/5p2/2p4p/p4pRP/P1p5/2P2P2/Q1K5/3R4 b - - 0 36,0,36,0
8/1k3p2/2p4p/p4pRP/P1p5/2P2P2/Q1K5/3R4 w - - 1 37,1,37,2
8/1k3p2/2p4p/p4R1P/P1p5/2P2P2/Q1K5/3R4 b - - 0 37,0,37,0
8/1k3p2/7p/p1p2R1P/P1p5/2P2P2/Q1K5/3R4 w - - 0 38,1,38,2
8/1k3p2/7p/p1R4P/P1p5/2P2P2/Q1K5/3R4 b - - 0 38,0,38,0
8/1k6/5p1p/p1R4P/P1p5/2P2P2/Q1K5/3R4 w - - 0 39,1,39,2
8/1k6/5p1p/p1R4P/P1p5/2P2P2/Q1K5/1R6 b - - 1 39,0,39,0
8/k7/5p1p/p1R4P/P1p5/2P2P2/Q1K5/1R6 w - - 2 40,1,40,2
8/k7/5p1p/R6P/P1p5/2P2P2/Q1K5/1R6 b - - 0 40,0,40,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,0
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,1,2,2
rnbqkb1r/pppppppp/5n2/8/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0
rnbqkb1r/pppppp1p/5np1/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2
rnbqkb1r/pppppp1p/5np1/8/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0,3,0
rnbqkb1r/pp1ppp1p/2p2np1/8/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,1,4,2
rnbqkb1r/pp1ppp1p/2p2np1/8/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 1 4,0,4,0
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,1,5,2
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2NBP3/PP3PPP/R1BQK1NR b KQkq - 1 5,0,5,0
r1bqkb1r/pp1npp1p/2p2np1/3p4/2PP4/2NBP3/PP3PPP/R1BQK1NR w KQkq - 2 6,1,6,2
r1bqkb1r/pp1npp1p/2p2np1/3P4/3P4/2NBP3/PP3PPP/R1BQK1NR b KQkq - 0 6,0,6,0
r1bqkb1r/pp1npp1p/5np1/3p4/3P4/2NBP3/PP3PPP/R1BQK1NR w KQkq - 0 7,1,7,2
r1bqkb1r/pp1npp1p/5np1/3p4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq - 1 7,0,7,0
r1bqkb1r/1p1npp1p/p4np1/3p4/3P4/2NBPN2/PP3PPP/R1BQK2R w KQkq - 0 8,1,8,2
r1bqkb1r/1p1npp1p/p4np1/3p4/P2P4/2NBPN2/1P3PPP/R1BQK2R b KQkq - 0 8,0,8,0
r1bqkb1r/1p1n1p1p/p3pnp1/3p4/P2P4/2NBPN2/1P3PPP/R1BQK2R w KQkq - 0 9,1,9,2
r1bqkb1r/1p1n1p1p/p3pnp1/3p4/P2P4/2NBPN2/1P3PPP/R1BQ1RK1 b kq - 1 9,0,9,0
r1bqk2r/1p1nbp1p/p3pnp1/3p4/P2P4/2NBPN2/1P3PPP/R1BQ1RK1 w kq - 2 10,1,10,2
r1bqk2r/1p1nbp1p/p3pnp1/3p4/P2P4/2NBPN2/1P1B1PPP/R2Q1RK1 b kq - 3 10,0,10,0
r1bqk2r/1p1nbp1p/4pnp1/p2p4/P2P4/2NBPN2/1P1B1PPP/R2Q1RK1 w kq - 0 11,1,11,2
r1bqk2r/1p1nbp1p/4pnp1/p2p4/P2P4/2NBPN2/1P3PPP/R2QBRK1 b kq - 1 11,0,11,0
r1bq1rk1/1p1nbp1p/4pnp1/p2p4/P2P4/2NBPN2/1P3PPP/R2QBRK1 w - - 2 12,1,12,2
r1bq1rk1/1p1nbp1p/4pnp1/p2p2N1/P2P4/2NBP3/1P3PPP/R2QBRK1 b - - 3 12,0,12,0
r1bqnrk1/1p1nbp1p/4p1p1/p2p2N1/P2P4/2NBP3/1P3PPP/R2QBRK1 w - - 4 13,1,13,2
r1bqnrk1/1p1nbp1p/4p1p1/p2p2N1/P2P3P/2NBP3/1P3PP1/R2QBRK1 b - - 0 13,0,13,0
r1bqnrk1/3nbp1p/1p2p1p1/p2p2N1/P2P3P/2NBP3/1P3PP1/R2QBRK1 w - - 0 14,1,14,2
r1bqnrk1/3nbp1p/1p2p1p1/p2p2N1/P2P3P/2NBP3/1P3PP1/2RQBRK1 b - - 1 14,0,14,0
r2qnrk1/1b1nbp1p/1p2p1p1/p2p2N1/P2P3P/2NBP3/1P3PP1/2RQBRK1 w - - 2 15,1,15,2
r2qnrk1/1b1nbp1p/1p2p1p1/p2p2N1/P2P3P/2NBP3/1P2QPP1/2R1BRK1 b - - 3 15,0,15,0
r2q1rk1/1b1nbp1p/1p1np1p1/p2p2N1/P2P3P/2NBP3/1P2QPP1/2R1BRK1 w - - 4 16,1,16,2
r2q1rk1/1b1nbp1p/1p1np1p1/pN1p2N1/P2P3P/3BP3/1P2QPP1/2R1BRK1 b - - 5 16,0,16,0
2rq1rk1/1b1nbp1p/1p1np1p1/pN1p2N1/P2P3P/3BP3/1P2QPP1/2R1BRK1 w - - 6 17,1,17,2
2rq1rk1/1b1nbp1p/1p1np1p1/pN1p2N1/P2P3P/2BBP3/1P2QPP1/2R2RK1 b - - 7 17,0,17,0
2rq1rk1/3nbp1p/bp1np1p1/pN1p2N1/P2P3P/2BBP3/1P2QPP1/2R2RK1 w - - 8 18,1,18,2
2rq1rk1/3nbp1p/bp1np1p1/pN1p2N1/P2P3P/3BP3/1P1BQPP1/2R2RK1 b - - 9 18,0,18,0
3q1rk1/3nbp1p/bp1np1p1/pN1p2N1/P2P3P/3BP3/1P1BQPP1/2r2RK1 w - - 0 19,1,19,2
3q1rk1/3nbp1p/bp1np1p1/pN1p2N1/P2P3P/3BP3/1P1BQPP1/2R3K1 b - - 0 19,0,19,0
3q1rk1/3nbp2/bp1np1pp/pN1p2N1/P2P3P/3BP3/1P1BQPP1/2R3K1 w - - 0 20,1,20,2
3q1rk1/3nbp2/bp1nN1pp/pN1p4/P2P3P/3BP3/1P1BQPP1/2R3K1 b - - 0 20,0,20,0
3q1rk1/3nb3/bp1np1pp/pN1p4/P2P3P/3BP3/1P1BQPP1/2R3K1 w - - 0 21,1,21,2
3q1rk1/3nb3/bp1Np1pp/p2p4/P2P3P/3BP3/1P1BQPP1/2R3K1 b - - 0 21,0,21,0
3q1rk1/3n4/bp1Np1pp/p2p4/P2P3b/3BP3/1P1BQPP1/2R3K1 w - - 0 22,1,22,2
3q1rk1/3n4/bp1Np1pp/p2p4/P2P3b/3BP3/1P2QPP1/2R1B1K1 b - - 1 22,0,22,0
3q1rk1/8/bp1Npnpp/p2p4/P2P3b/3BP3/1P2QPP1/2R1B1K1 w - - 2 23,1,23,2
3q1rk1/8/Bp1Npnpp/p2p4/P2P3b/4P3/1P2QPP1/2R1B1K1 b - - 0 23,0,23,0
1q3rk1/8/Bp1Npnpp/p2p4/P2P3b/4P3/1P2QPP1/2R1B1K1 w - - 1 24,1,24,2
1q3rk1/8/Bp1Npnpp/p2p4/P2P3b/4P1P1/1P2QP2/2R1B1K1 b - - 0 24,0,24,0
1q3rk1/8/Bp1Npnpp/p2p4/P2P4/4P1b1/1P2QP2/2R1B1K1 w - - 0 25,1,25,2
1q3rk1/8/Bp1Npnpp/p2p4/P2P4/4P1P1/1P2Q3/2R1B1K1 b - - 0 25,0,25,0
1q3r2/6k1/Bp1Npnpp/p2p4/P2P4/4P1P1/1P2Q3/2R1B1K1 w - - 1 26,1,26,2
1q3r2/6k1/BpRNpnpp/p2p4/P2P4/4P1P1/1P2Q3/4B1K1 b - - 2 26,0,26,0
1q3r2/6k1/BpRNpnp1/p2p3p/P2P4/4P1P1/1P2Q3/4B1K1 w - - 0 27,1,27,2
1q3r2/6k1/BpRNpnp1/p2p3p/P2PP3/6P1/1P2Q3/4B1K1 b - - 0 27,0,27,0
1q3r2/6k1/BpRNpnp1/p2p4/P2PP2p/6P1/1P2Q3/4B1K1 w - - 0 28,1,28,2
1q3r2/6k1/BpRNpnp1/p2pP3/P2P3p/6P1/1P2Q3/4B1K1 b - - 0 28,0,28,0
1q3r2/3n2k1/BpRNp1p1/p2pP3/P2P3p/6P1/1P2Q3/4B1K1 w - - 1 29,1,29,2
1q3r2/3n2k1/BpR1p1p1/p2pPN2/P2P3p/6P1/1P2Q3/4B1K1 b - - 2 29,0,29,0
1q6/3n2k1/BpR1p1p1/p2pPr2/P2P3p/6P1/1P2Q3/4B1K1 w - - 0 30,1,30,2
1qR5/3n2k1/Bp2p1p1/p2pPr2/P2P3p/6P1/1P2Q3/4B1K1 b - - 1 30,0,30,0
1qR5/3n2k1/Bp2p1p1/p2pPr2/P2P4/6Pp/1P2Q3/4B1K1 w - - 0 31,1,31,2
1q6/3n2k1/Bp2p1p1/p2pPr2/P2P4/6Pp/1PR1Q3/4B1K1 b - - 1 31,0,31,0
1q6/6k1/Bp2p1p1/p1npPr2/P2P4/6Pp/1PR1Q3/4B1K1 w - - 2 32,1,32,2
1q6/6k1/Bp2p1p1/p1npPr2/P2P4/6Pp/1PR1Q2K/4B3 b - - 3 32,0,32,0
5q2/6k1/Bp2p1p1/p1npPr2/P2P4/6Pp/1PR1Q2K/4B3 w - - 4 33,1,33,2
5q2/6k1/1p2p1p1/pBnpPr2/P2P4/6Pp/1PR1Q2K/4B3 b - - 5 33,0,33,0
5q2/6k1/1p2p1p1/pB1pPr2/P2P4/1n4Pp/1PR1Q2K/4B3 w - - 6 34,1,34,2
5q2/6k1/1p2p1p1/pB1pPr2/P2P4/1n2Q1Pp/1PR4K/4B3 b - - 7 34,0,34,0
5q2/6k1/1p2p1p1/pBnpPr2/P2P4/4Q1Pp/1PR4K/4B3 w - - 8 35,1,35,2
5q2/6k1/1p2p1p1/p1npPr2/P2P4/4Q1Pp/1PR1B2K/4B3 b - - 9 35,0,35,0
5q2/6k1/1p2p1p1/p1npP3/P2P4/4Q1Pp/1PR1B2K/4Br2 w - - 10 36,1,36,2
5q2/6k1/1p2p1p1/p1npP3/P2P4/4Q1Pp/1PR4K/4BB2 b - - 0 36,0,36,0
5qk1/8/1p2p1p1/p1npP3/P2P4/4Q1Pp/1PR4K/4BB2 w - - 1 37,1,37,2
5qk1/8/1p2p1p1/p1npP3/P2P4/4Q1Pp/1P3R1K/4BB2 b - - 2 37,0,37,0
6k1/8/1p2p1p1/p1npP3/P2P4/4Q1Pp/1P3q1K/4BB2 w - - 0 38,1,38,2
6k1/8/1p2p1p1/p1npP3/P2P4/4Q1Pp/1P3B1K/5B2 b - - 0 38,0,38,0
6k1/8/1p2p1p1/p2pP3/P2Pn3/4Q1Pp/1P3B1K/5B2 w - - 1 39,1,39,2
6k1/8/1p2p1p1/p2pP3/P2Pn3/6Pp/1P3B1K/2Q2B2 b - - 2 39,0,39,0
6k1/8/1p2p3/p2pP1p1/P2Pn3/6Pp/1P3B1K/2Q2B2 w - - 0 40,1,40,2
2Q3k1/8/1p2p3/p2pP1p1/P2Pn3/6Pp/1P3B1K/5B2 b - - 1 40,0,40,0
2Q5/5k2/1p2p3/p2pP1p1/P2Pn3/6Pp/1P3B1K/5B2 w - - 2 41,1,41,2
8/3Q1k2/1p2p3/p2pP1p1/P2Pn3/6Pp/1P3B1K/5B2 b - - 3 41,0,41,0
5k2/3Q4/1p2p3/p2pP1p1/P2Pn3/6Pp/1P3B1K/5B2 w - - 4 42,1,42,2
5k2/3Q4/1p2p3/p2pP1p1/P2Pn3/6PB/1P3B1K/8 b - - 0 42,0,42,0
5k2/3Q4/1p2p3/p2pP1p1/P2P4/6PB/1P1n1B1K/8 w - - 1 43,1,43,2
5k2/3Q4/1p2p3/p2pP1p1/P2P2B1/6P1/1P1n1B1K/8 b - - 2 43,0,43,0
5k2/3Q4/1p2p3/p2pP1p1/P2P2B1/1n4P1/1P3B1K/8 w - - 3 44,1,44,2
5k2/3Q4/1p2B3/p2pP1p1/P2P4/1n4P1/1P3B1K/8 b - - 0 44,0,44,0
5k2/3Q4/1p2B3/p2pP1p1/P2P4/6P1/1P3B1K/2n5 w - - 1 45,1,45,2
5k2/3Q4/1p6/p2BP1p1/P2P4/6P1/1P3B1K/2n5 b - - 0 45,0,45,0
5k2/3Q4/1p6/p2BP1p1/P2P4/6P1/1P2nB1K/8 w - - 1 46,1,46,2
5k2/5Q2/1p6/p2BP1p1/P2P4/6P1/1P2nB1K/8 b - - 2 46,0,46,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,2
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,0
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,0,2,2
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1,3,0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,0,3,2
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1,4,0
